diary_name,strain,strains_company,light_watt,nutrients,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Strawberry Banana (FAST BUDS),Strawberry Banana Auto,Fast Buds,560 watt,"BioBizz,B.A.C.,Advanced Nutrients,PLAGRON.,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,,12,1.0,,1.2
My best diary,Watermelon Zkittlez,Barney'S Farm,,,Manual,,,,0.3,9,1.0,,100.0
Auto Ultimate,Auto Ultimate,Dutch Passion,105 watt,"Bio Nova,Atami,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"Topping,Defoliation,",1.2,14,1.0,,117.0
Kannabia limited edition//marshydro,Purple Dream Auto,Kannabia Seed Company,680 watt,"RQS Organic Nutrients,",Manual,,Glass Of Water,"LST,HST,",,12,1.0,,
Rose Conscious Genetics,Rose Conscious Genetics,Custom Breeder & Strain,"LED / 300W SE3000,","B.A.C.,Xtreme Gardening,Superthrive,",Manual,"Soil Grow Medium,",,,0.4,15,2.0,181.2,
Dance World RQS 1ST,Dance World,Royal Queen Seeds,100 watt,"BioBizz,",Manual,"AC Infinity Cloudlab 422 Advance Grow Tent 2x2 (24"" X 24"" X 48""),Soil Grow Medium,Perlite Grow Medium,",,"Topping,",0.6,11,1.0,,
Mataro Blue Kannabia Seeds,Mataro Blue,Kannabia Seed Company,480 watt,"Advanced Nutrients,Fox Farm,Mammoth Microbes,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,1.22,17,1.0,130.41,612.35
Cultivo 2,Oxus,Exclusive Seeds Bank,1000 watt,,Manual,,Paper Towel,"Defoliation,",,8,,,
rc & ww,Raspberry Cough,Nirvana,120 watt,"Fox Farm,",Manual,,Directly In Substrate,"Topping,LST,Defoliation,ScrOG,",,14,,,
Bubba Kush (Barney's Farm),Barney's Farm Bubba Kush,Custom Breeder & Strain,300 watt,"Down To Earth,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,",Paper Towel,"Topping,ScrOG,Lollipopping,Defoliation,",0.91,17,1.0,42.0,
Grape Diamonds R2 (Ethos),Grape Diamonds R2,ETHOS Genetics,300 watt,"Down To Earth,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,",Paper Towel,"ScrOG,Lollipopping,Defoliation,",0.91,17,1.0,46.0,
Zombie Kush / Ripper Seeds - micro SCROG,Zombie Kush,Ripper Seeds,100 watt,"Top Crop,PLAGRON.,",Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,ScrOG,Topping,LST,",0.2,18,1.0,,391.0
Super Sativa Seed Club -Sour Tangie Dawg,Sour Tangie Dawg,Super Sativa Seed Club,450 watt,,,"Soil Grow Medium,",,"LST,HST,Topping,FIMing,Main-Lining,Defoliation,",1,14,1.0,,283.5
Growers Choice - Platinum Mimosa Cookies,Grower choice platinum Mimosa Cookie,Custom Breeder & Strain,200 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Glass Of Water,,1.22,14,2.0,,150.0
Fastberry auto,Fastberry Auto,Fast Buds,400 watt,"BioBizz,PLAGRON.,Bio Green,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"Topping,FIMing,LST,",2,10,2.0,90.0,160.0
Strawberry Banana auto,Strawberry Banana Auto,Fast Buds,300 watt,"BioBizz,Dutchpro USA,Terpinator,Atami,",Manual,,Glass Of Water,"Repotting,LST,",,9,2.0,,406.0
Super Sativa Selection under MarsH 2/2,Strawberry Cough,Dutch Passion,300 watt,"Dynomyco,BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"Main-Lining,Defoliation,",1.2,16,1.0,,150.0
GSC #2,Girl Scout Cookies Auto,Fast Buds,150 watt,"Advanced Nutrients,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",,"Topping,LST,HST,ScrOG,Defoliation,",0.22,19,2.0,,164.0
FastBds Auto,Cherry Cola Auto,Fast Buds,"LED / 600W Custom,","Athena,Advanced Nutrients,FloraFlex,",Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,"Main-Lining,Defoliation,Topping,",,10,1.0,,
Amirani Auto,Amirani Auto,Caucasian Seeds,200 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,,8,1.0,44.0,46.0
Aieti Auto,Aieti Auto,Caucasian Seeds,240 watt,,Manual,"Soil Grow Medium,",,,Green Box,9,1.0,32.0,32.0
FastBuds 2022 Strains,Strawberry Gorilla Auto,Fast Buds,340 watt,"Canna,Plant Magic,Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,1,12,1.0,,130.0
ma’ some plants :),Oth,Custom Breeder & Strain,400 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",,,,11,,,
Girl Scout Cookies - Outdoors,Girl Scout Cookies Auto,Fast Buds,,"Fox Farm,",Manual,"Soil Grow Medium,Peat Grow Medium,Worm cast Grow Medium,Perlite Grow Medium,",,"Defoliation,",,11,1.0,,44.5
Lowryder,Lowryder feminized,Doctor'S Choice,300 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Glass Of Water,,,6,,,
Devotchka,Devotchka,Doctor'S Choice,300 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Glass Of Water,,,6,,,
Kannabia Kiss Mars Hydro FC4800,Kiss,Kannabia Seed Company,480 watt,"Advanced Nutrients,Fox Farm,Mammoth Microbes,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,1.22,16,1.0,155.92,802.29
Bush Senior - Green Gelato - RQS,Green Gelato Automatic,Royal Queen Seeds,150 watt,"Mammoth Microbes,Real Growers,",Manual,"Soil Grow Medium,",Other,,,7,1.0,0.74,2.0
Auto Purple OG Punch,Auto Purple OG Punch,Super Sativa Seed Club,150 watt,,,,Paper Towel,"Topping,LST,",0.25,12,1.0,140.0,
BLUE DREAM,Blue Dream,Seedsman,450 watt,"BuildASoil,Fox Farm,Down To Earth,Humboldts Secret,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,Perlite Grow Medium,",,"LST,Topping,Main-Lining,ScrOG,Defoliation,",7.62,19,1.0,,170.1
The Deathless Horsie,Jack Herer Auto,Fast Buds,200 watt,"Fox Farm,Xtreme Gardening,",Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",Custom,9,1.0,67.19,
Purple Bud,Purple Bud Feminized,WeedSeedShop,,,Manual,"Soil Grow Medium,",,"Defoliation,LST,ScrOG,Mover(molestar) el tallo de la planta,Trasplante,Topping,",,26,1.0,250.0,465.0
Gealto auto herbies seeds,Gelato Auto,Herbies Seeds,"LED / 100W SF-1000,","Gaia Green,Down To Earth,",Manual,"Fox farms Grow Medium,",,"LST,",,10,,,
Barney's Farm 2022 strains,Gelato #45,Barney'S Farm,650 watt,"Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,,15,1.0,,39.0
First grow do si dos cookies by 00,Auto Do-Si-Dos Cookies,00seeds,100 watt,"Gaia Green,",Manual,"Fox Grow Medium,",,"Defoliation,LST,",,10,1.0,,46.0
"Inhouse Genetics , Greenhouse Seed",In House Genetics - King Sherb R IX,Custom Breeder & Strain,1000 watt,,Manual,"Soil Grow Medium,",Paper Towel,,11,8,1.0,30.0,100.0
Mimosa Evo,Mimosa Evo,Barney'S Farm,300 watt,"BioBizz,",Manual,"Soil Grow Medium,",,"Defoliation,LST,ScrOG,Topping,",1,27,1.0,,130.0
Runtz Auto,Runtz Auto,Custom Breeder & Strain,300 watt,"Fox Farm,True Plant Science (TPS),Bloom City Organics,Dr. Earth,Real Growers,",Manual,"Soil Grow Medium,",Glass Of Water,"Defoliation,LST,",,9,1.0,,
Rqs Royal bluematic,Royal Bluematic,Royal Queen Seeds,310 watt,"BioBizz,",Manual,,,"12-12 From Seed,Defoliation,",,13,2.0,,99999.0
OG Kush,QCS OG Kus,Custom Breeder & Strain,600 watt,,Manual,"pro mix Grow Medium,Various Composts Grow Medium,",,,,8,,,
Pink Biscotti x GSK x Pink Biscotti,QCS tester,Custom Breeder & Strain,600 watt,,Manual,"pro mix Grow Medium,various composts Grow Medium,",,,,8,,,
Pink Biscotti,QCS tester,Custom Breeder & Strain,150 watt,,Manual,"pro mix Grow Medium,various composts Grow Medium,",,,,8,,,
Biscotti Skunk,Biscotti Skunk,Quebec Cannabis Seeds QCS,600 watt,,Manual,"pro mix Grow Medium,various composts Grow Medium,",,,,9,,,
OG Kush x Pink Biscotti,QCS tester,Custom Breeder & Strain,150 watt,,Manual,"pro mix Grow Medium,various composts Grow Medium,",,,,8,,,
Bruce Banner Fast #2,Bruce Banner Fast,Custom Breeder & Strain,300 watt,"Dr. Earth,Fox Farm,True Plant Science (TPS),Bloom City Organics,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",,15,1.0,,
Quebec Blue,QCS Quebec Blue,Custom Breeder & Strain,600 watt,,Manual,,,,,9,,,
Bruce Banner Fast #1,Bruce Banner Fast #1,Custom Breeder & Strain,300 watt,"Dr. Earth,Fox Farm,True Plant Science (TPS),Bloom City Organics,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",,15,1.0,,
White Widow Meth Auto,White Widow Meth Auto,Custom Breeder & Strain,300 watt,"True Plant Science (TPS),Fox Farm,Bloom City Organics,Dr. Earth,Real Growers,",Manual,"Soil Grow Medium,Soil Grow Medium,",Paper Towel,"Defoliation,LST,",,11,1.0,82.0,93.84
Test(FBT2312)//marshydro,FBT2312,Fast Buds,680 watt,"RQS Organic Nutrients,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Rqs nutrients Grow Medium,",Glass Of Water,"LST,HST,Defoliation,",,12,1.0,213.0,
Fastbuds gorrila cookies auto,Gorilla Cookies Auto,Fast Buds,,,,,,,,8,,,
First auto run,Gorilla Zkittlez Auto,Barney'S Farm,150 watt,"Gaia Green,",Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,Other Grow Medium,",Directly In Substrate,"LST,Topping,ScrOG,Defoliation,",,11,1.0,,
Cream cookies autoflower fastbuds,Cream Cookies Auto,Fast Buds,200 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",,"LST,",,10,1.0,,
Big Sister Little Sister,Banana Purple Punch Auto,Fast Buds,110 watt,"Zamnesia,Green House Feeding,Plant Success (Plant Revolution),Growth Technology,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,LST,",0.6,10,1.0,21.0,
Gm-hoe chemmalab genetics 4x4 buildasoil,Gm-hoe,Custom Breeder & Strain,600 watt,"BuildASoil,Rootwise Soil Dynamics,",Manual,"Gorilla Grow Tent GGT 4x4,Other Grow Medium,",,"Topping,Defoliation,",,19,2.0,,255.15
Gorilla Glue Auto,Gorilla Glue Auto,MSNL,200 watt,"Fox Farm,",Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,HST,",31.7,14,2.0,,
Widow Auto,White Widow Max Automatic,MSNL,200 watt,"Fox Farm,General Hydroponics (GHE),",,"Soil Grow Medium,",Paper Towel,"LST,HST,Defoliation,",31.7,11,1.0,,38.0
Royal Gorilla/ RQS,Royal Gorilla,Royal Queen Seeds,190 watt,"Hesi,Emerald Harvest,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Stecklinge,Defoliation,Klone geschnitten,",1.44,14,1.0,136.0,
TRYIN PIES. SP 3000,Strawberry Pie Auto,Fast Buds,"LED / 300W SP 3000,LED / 300W SP 3000,","Terra Power,Green House Feeding,",Manual,"Biobizz Light mix Grow Medium,Biobizz coco coir Grow Medium,",Glass Of Water,"Topping,Defoliation,",,FLOWERING,,,
Mimosa X Orange punch auto FC3000,Mimosa x Orange Punch Auto,Barney'S Farm,100 watt,"Green House Feeding,",Manual,"Biobizz Light Mix Grow Medium,Biobizz All Mix Grow Medium,",,"Defoliation,",0.49,10,45.0,250.0,45.0
“Black Dog” By Original Sensible,Black Dog Auto,Original Sensible Seeds,600 watt,"Lotus Nutrients,",Manual,"Gorilla Grow Tent GGT Lite 4x4,Soil Grow Medium,",,"Defoliation,",1.22,7,2.0,113.4,170.1
Frosted Raspberry S1 - grow #7,Frosted Raspberries S1,Mosca Seeds,1200 watt,"Fish Head Farms,General Hydroponics (GHE),Real Growers,Fox Farm,",Manual,"Gorilla Grow Tent GGT Shorty 5x5,Soil Grow Medium,",Directly In Substrate,,2.32,17,2.0,,850.49
DIY Hydro -SunsetSherbet Auto,Sunset Sherbet Automatic,Zamnesia Seeds,150 watt,"Canna,",Hydroponics,"Expanded Clay Grow Medium,Water Grow Medium,",Peat Pellet,"20-4,Flush,Defoliation,",,15,1.0,160.0,230.0
"Blueberry Auto, First Grow",Auto Blueberry,I49 Seed Bank,200 watt,"Fox Farm,",Manual,"Perlite Grow Medium,Expanded Clay Grow Medium,Soil Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",121.92,12,1.0,425.24,425.24
Kanka,Amnesia,Custom Breeder & Strain,"LED / 240W Custom,",,Manual,"Soil Grow Medium,",,,,11,,,
Llittle Brother,Strawberry Cheesecake Auto,Seedsman,"LED / 240W QB288 240W LM301H Epistar 660nm,LED / 240W QB288 240W LM301H Epistar 660nm,","Advanced Nutrients,",,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Topping,Defoliation,",Custom,FLOWERING,,,
BlackOut Auto Grow,Runtz Auto,Zamnesia Seeds,"LED / 300W Mars TSL 2000,LED / 300W Mars TSL 2000,","BioBizz,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,FIMing,",,FLOWERING,,,
Greenhouse grow,Super cheese,Custom Breeder & Strain,,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Directly In Substrate,"LST,Topping,Defoliation,",,16,1.0,,
Tutorial #2 - Seedsman Genetics,Gelat.OG Auto,Seedsman,1923 watt,"Green Planet Nutrients,General Hydroponics (GHE),NPK Industries,Gaia Green,",Manual,"PRO MIX HP Grow Medium,",Peat Pellet,,,14,2.0,119.07,518.8
Samquanch OG + Double Grape,Samsquanch OG,Mephisto Genetics,240 watt,,Drip,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Paper Towel,,,1,,,
Fast Buds vs Sweet Seeds,Gorilla Cookies Auto,Fast Buds,240 watt,"BioBizz,Boom Nutrients,",Manual,"Soil Grow Medium,",Other,"LST,Defoliation,",,8,,,
Medea Auto,Medea Autoflowering,Caucasian Seeds,240 watt,,Manual,"Soil Grow Medium,",,,Green Box,8,1.0,98.0,98.0
beginner sativas,Cocoa Puffs,Hazeman Seeds,300 watt,"J.R. Peters, Inc.,Botanicare,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,Other Grow Medium,",Paper Towel,"Defoliation,Topping,",2.74,22,,229.0,
Demon Devi,Devi Auto,Caucasian Seeds,240 watt,,Manual,"Soil Grow Medium,",,,Green Box,9,1.0,87.0,87.0
O.G.Kush Auto,O.G. Kush Autoflower,Seedstockers,180 watt,"Hesi,Advanced Nutrients,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Vermiculite Grow Medium,",Glass Of Water,"LST,Defoliation,",,13,1.0,,70.0
BSF Seeds session,Critical +2,BSF Seeds,600 watt,"BIOCANNA,CannaBioGen,",Manual,"Soil Grow Medium,",,,,16,,,
Blueberry OG in Coco + NFT,Blueberry OG,Barney'S Farm,300 watt,"Advanced Nutrients,General Hydroponics (GHE),",Drip,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"LST,ScrOG,Defoliation,",1,15,1.0,300.0,850.0
Mokum's Tulip,Auto Mokum's Tulip,Dutch Passion,100 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,,100,11,1.0,55.0,220.0
SAN FERNADO LEMON KUSH,San Fernando Lemon Kush®,Sweet Seeds,,,Manual,"Mineral Wool Grow Medium,",,"LST,",,2,1.0,250.0,1.0
Purple Queen de RQS,Purple Queen Automatic,Royal Queen Seeds,600 watt,,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,,,13,1.0,135.0,
Gorilla Cookies Auto 2 & 3 of 3,Gorilla Cookies Auto,Fast Buds,150 watt,"BioBizz,Fox Farm,",Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,",Spider Farmer,11,2.0,,
EarthBox Mephisto,Creme de la Chem,Mephisto Genetics,135 watt,"BuildASoil,",Manual,"BuildaSoil Light recipe Grow Medium,Vermicompost wormcastings Grow Medium,Mycorrhizal Inoculum - Endo/Ecto Blend Grow Medium,",Glass Of Water,"LST,Defoliation,",,12,2.0,,198.45
Motley Medley (AMS),Borderliner XTRM,Amsterdam Marijuana Seeds AMS,872 watt,"Fox Farm,Superthrive,True Plant Science (TPS),Bio Tabs,Humboldts Secret,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,,1.22,10,2.0,,
Bisous Au THC - Mars Hydro SP3000,The High Chameleon - Bisous AU THC x Noman Hosni,Custom Breeder & Strain,300 watt,"PLAGRON.,Canna,RQS Organic Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,ScrOG,LST,Topping,",0.72,21,3.0,128.0,699.0
Double Cookies Fem BSF Seed I,Double Cookies,BSF Seeds,100 watt,"Top Crop,",Manual,"Soil Grow Medium,",Paper Towel,"12-12 Desde Crecimiento,12-12 Desde Floración,12-12 From Seed,",1.5,14,1.0,43.0,196.0
Blackberry Auto 3 gal soil,Blackberry Auto,Fast Buds,,"Humboldts Secret,",Manual,"Soil Grow Medium,",,"LST,Defoliation,",,11,1.0,,
purple punch feminized,Purple Punch,ILGM,1040 watt,"General Hydroponics (GHE),Botanicare,",,"Expanded Clay Grow Medium,",Rockwool Cube,"LST,Topping,HST,supercropping ( pinching and rolling stems),supercropping (pinching and rolling th stems so they grow a hard knot making it more capable to hold more weight,Defoliation,ScrOG,",0.91,14,2.0,,386.0
"Crème de La Chem, Chemdawg Autoflowers",Creme de la Chem,Mephisto Genetics,300 watt,"FloraFlex,General Hydroponics (GHE),House & Garden,Terpinator,Fish Head Farms,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Coco Coir Grow Medium,Perlite Grow Medium,",,,0.91,11,1.0,,
PPP. Second grow,pure power plant - Highsupplies,Custom Breeder & Strain,290 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,",,"LST,Defoliation,",Custom,17,,40.0,
Tasty Trio (Spliff Seeds),Bubblegun,Spliff Seeds,828 watt,"Fox Farm,Superthrive,True Plant Science (TPS),Bio Tabs,Humboldts Secret,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,1.22,10,2.0,322.0,
Frosted Cherry’Os AUTO,Mutant Genetics - Frosted Cherry’Os,Custom Breeder & Strain,315 watt,"Fish Head Farms,Real Growers,FloraFlex,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,",0.84,12,1.0,,
Mars Hydro FCE4800 + Mars Hydro 5x5 Tent,Blue Dream Auto,Fast Buds,"LED / 480W FC-E 4800,LED / 480W FC-E 4800,","Green Planet Nutrients,General Hydroponics (GHE),NPK Industries,Gaia Green,",Manual,"ProMix HP M Grow Medium,",Peat Pellet,,,FLOWERING,,,
Gorilla skittlez,Gorilla Zkittlez Auto,Fast Buds,465 watt,"General Hydroponics (GHE),",Hydroponics,"Coco Coir Grow Medium,",,"LST,Defoliation,",1,7,3.0,,
La 3X3,Fastberry Auto,Fast Buds,550 watt,"BIOCANNA,Fish Head Farms,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,Perlite Grow Medium,",,,2.74,8,2.0,,360.0
"Amirani Auto ""Caucasian""",Amirani Auto,Caucasian Seeds,300 watt,"Agrogardens,",Manual,"Soil Grow Medium,",Glass Of Water,,2.44,10,1.0,83.6,268.0
Red All Over,Fastberry Auto,Fast Buds,250 watt,"BioBizz,Advanced Nutrients,Atami,",Manual,"Soil Grow Medium,",,"LST,",1,11,3.0,,170.1
First attempt,Royal Bluematic,Royal Queen Seeds,310 watt,"BioBizz,",Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,LST,SoG,",1,12,1.0,48.0,300.0
GrowersChoice.nl Special Edition,Platinum Mimosa Cookies,Custom Breeder & Strain,540 watt,,Drip,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,LST,ScrOG,",0.64,12,2.0,154.0,
First Grow,Amnesia Haze Auto,Barney'S Farm,200 watt,"Fish Head Farms,",Manual,"Sohum soil Grow Medium,",Glass Of Water,"LST,Defoliation,",AC Infinity,14,2.0,,123.0
Vanilla T - TEST THC - Mars Hydro SP3000,Vanilla T,The High Chameleon,300 watt,"PLAGRON.,Canna,",Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,ScrOG,LST,Topping,",0.72,20,3.0,,686.0
Channel +,Toronto Cannabis Seeds Channel +,Custom Breeder & Strain,600 watt,,Manual,"pro mix Grow Medium,various composts Grow Medium,",,,,9,1.0,,
Runtz Auto- Seedstockers,Runtz,Seedstockers,450 watt,"Cronk Nutrients,Advanced Nutrients,",Manual,"Worm Castings Grow Medium,ProMix HP Grow Medium,",Directly In Substrate,"LST,Defoliation,",2.44,10,2.0,,109.0
Gorilla Cookies- Seedstockers,Gorilla Cookies Auto,Seedstockers,450 watt,"Advanced Nutrients,Cronk Nutrients,",Manual,"ProMix HP Grow Medium,Worm Castings Grow Medium,",Directly In Substrate,"LST,",2.44,10,3.0,,239.0
og kush auto,OG Kush RBx Autoflower,ETHOS Genetics,,"Green Planet Nutrients,",Hydroponics,"Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",,10,1.0,,19.0
Big Bud,Big Bud,Sensi Seeds,,,Manual,"Soil Grow Medium,",,,,20,1.0,250.0,350.0
Square1 Ocean Fruit and friends,Ocean fruit-Square1genetics,Custom Breeder & Strain,1440 watt,"General Hydroponics (GHE),Botanicare,Advanced Nutrients,",Drip,"Mineral Wool Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"Topping,Defoliation,LST,ScrOG,",3.66,14,,,
Blimburn Gorilla Glue #4,Gorilla Glue #4,Blimburn Seeds,620 watt,"Gaia Green,Xtreme Gardening,",Drip,"Gorilla Grow Tent GGT 4x4,Gaia Green Living Soil Grow Medium,Earth Worn Castings Grow Medium,Sea Soil Compost Grow Medium,Perlite Grow Medium,",Glass Of Water,"Main-Lining,",0.74,20,1.0,162.6,
Blimburn Sour Diesel,Sour Diesel,Blimburn Seeds,620 watt,"Gaia Green,Xtreme Gardening,",Drip,"Gorilla Grow Tent GGT 4x4,Perlite Grow Medium,Sea Soil Compost Grow Medium,Earth Worm Castings Grow Medium,Gaia Green Living Soil Grow Medium,",Glass Of Water,"Main-Lining,",0.74,20,1.0,148.9,
Rainbow,Rainbow,Custom Breeder & Strain,445 watt,"Advanced Nutrients,Atami,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,",,"SoG,",1.2,11,16.0,937.0,937.0
Runtz/Zamnesia Grow,Runtz,Zamnesia Seeds,150 watt,"Hesi,Emerald Harvest,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,FIMing,",1.44,15,1.0,27.68,136.0
Encore des solocup,Blueberry Auto,Fast Buds,720 watt,"Fred T. Lizer,",Manual,"AC Infinity Cloudlab 422 Advance Grow Tent 2x2 (24"" X 24"" X 48""),Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"LST,Defoliation,",,9,1.0,,
RQS Autumn cookies and ice cream,Cookies Gelato,Royal Queen Seeds,200 watt,,Manual,,Paper Towel,"ScrOG,",4,18,,,100000.0
Jelly Pie by Raw Genetics,Raw Genetics - Jelly Pie (Georgia Pie x Jelly Donut),Custom Breeder & Strain,400 watt,"PLAGRON.,Xtreme Gardening,Bio Tabs,Green Buzz Nutrients,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"FIMing,Defoliation,",0.64,13,2.0,200.0,
Wedding Glue - 420fb,Wedding Glue Auto,Fast Buds,630 watt,"Remo Nutrients,",Hydroponics,"Perlite Grow Medium,Coco Coir Grow Medium,",,,16,12,4.0,630.0,1.0
KANNABIA GORILLA KING AUTO,Gorilla King Auto,Kannabia Seed Company,120 watt,"Cyco Platinum Series,Green House Feeding,Dynomyco,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",,,0.8,8,1.0,,35.0
Strawberry Cheese A #16,Strawberry Cheesecake Auto,Barney'S Farm,300 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",Paper Towel,"ScrOG,Topping,",,12,1.0,127.0,
"amnesiaaa... la salade, la salade",Amnesia Zkittlez Auto,Fast Buds,150 watt,"PLAGRON.,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"LST,Defoliation,",1,10,1.0,,75.0
Purple Punch Auto #14,Purple Punch Auto,Barney'S Farm,300 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,Topping,",,10,1.0,98.0,220.0
Runtz Auto #11,Runtz Auto,Barney'S Farm,300 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,Topping,",,12,1.0,,336.0
Mimosa Lemon Auto 2 #12,Mimosa Lemon Auto,Expert Seeds,300 watt,"PLAGRON.,Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",,11,1.0,,335.0
Pineapple Express Auto #15,Pineapple Express Auto,Barney'S Farm,310 watt,"PLAGRON.,",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,Topping,",80,12,1.0,,290.0
Almighty Head Band,818 Headband aka Sour OG,The Cali Connection,150 watt,"Element Nutrients,",Manual,"Gorilla Grow Tent GGT Lite 2x2.5x5’7,Soil Grow Medium,",,"LST,Defoliation,HST,",0.91,15,1.0,47.0,64.0
Auto Cinderella Jack,Auto Cinderella Jack,Dutch Passion,"LED / 650W FC-E 6500,","B.A.C.,",Manual,,,"Defoliation,LST,",1,12,1.0,,640.0
Gelato Auto by Fast Buds,Gelato Auto,Fast Buds,250 watt,"Blue Planet Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Other,"LST,Defoliation,",Custom,10,,,
Sweet Gelato Auto,Sweet Gelato Auto®,Sweet Seeds,300 watt,"Canna,Green House Feeding,PLAGRON.,",,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,,0.6,15,1.0,180.0,780.0
FC-8000 / Sweet Zenzation,Sweet Zenzation,Sweet Seeds,800 watt,"PLAGRON.,Plant Success (Plant Revolution),Advanced Nutrients,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"ScrOG,Topping,Main-Lining,LST,Defoliation,",1.5,18,5.0,,
